COD. DEP.,DEPARTAMENTO,COD. MUN.,MUNICIPIO,GRUPO DE CULTIVO,SUBGRUPO DE CULTIVO,CULTIVO,ANO,PERIODO,AREA SEMBRADA (ha),AREA COSECHADA (Ha),PRODUCCION (t),RENDIMIENTO (t/ha),DESEMPENO (Ha cos/Ha sem),ESTADO DEL CUTIVO,CICLO DE CULTIVO
76,VALLE DEL CAUCA,76275,FLORIDA,CEREALES,MAIZ,MAIZ,2008,2008A,28.0,28.0,66,2.36,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76736,SEVILLA,CEREALES,MAIZ,MAIZ,2008,2008A,28.0,28.0,80,2.86,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76364,JAMUNDI,CEREALES,MAIZ,MAIZ,2008,2008A,25.0,10.0,35,3.5,0.4,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7652,PALMIRA,CEREALES,MAIZ,MAIZ,2008,2008A,22.0,21.0,28,1.38,0.95,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7654,ARGELIA,CEREALES,MAIZ,MAIZ,2008,2008A,16.0,16.0,32,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76892,YUMBO,CEREALES,MAIZ,MAIZ,2008,2008A,10.0,10.0,35,3.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76828,TRUJILLO,CEREALES,MAIZ,MAIZ,2008,2008A,9.0,9.0,9,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76147,CARTAGO,CEREALES,MAIZ,MAIZ,2008,2008A,7.0,7.0,7,1.14,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76497,OBANDO,CEREALES,MAIZ,MAIZ,2008,2008A,7.0,7.0,17,2.57,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7625,EL DOVIO,CEREALES,MAIZ,MAIZ,2008,2008A,5.0,5.0,20,4.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76845,ULLOA,CEREALES,MAIZ,MAIZ,2008,2008A,4.0,4.0,14,3.6,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76243,EL AGUILA,CEREALES,MAIZ,MAIZ,2008,2008A,3.0,3.0,2,0.83,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7689,YOTOCO,CEREALES,MAIZ,MAIZ,2008,2008A,3.0,3.0,2,0.83,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76403,LA VICTORIA,CEREALES,MAIZ,MAIZ,2008,2008A,2.0,1.0,2,2.0,0.5,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76233,DAGUA,CEREALES,MAIZ,MAIZ,2008,2008B,180.0,175.0,297,1.7,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7636,ANDALUCIA,CEREALES,MAIZ,MAIZ,2008,2008B,175.0,173.0,640,3.7,0.98,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76869,VIJES,CEREALES,MAIZ,MAIZ,2008,2008B,150.0,145.0,290,2.0,0.96,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CEREALES,MAIZ,MAIZ,2008,2008B,143.0,143.0,357,2.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,BOLIVAR,CEREALES,MAIZ,MAIZ,2008,2008B,125.0,125.0,163,1.31,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76111,BUGA,CEREALES,MAIZ,MAIZ,2008,2008B,122.0,67.0,67,1.0,0.54,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76318,GUACARI,CEREALES,MAIZ,MAIZ,2008,2008B,120.0,120.0,360,3.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76834,TULUA,CEREALES,MAIZ,MAIZ,2008,2008B,90.0,70.0,273,3.9,0.77,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7641,ANSERMANUEVO,CEREALES,MAIZ,MAIZ,2008,2008B,80.0,80.0,224,2.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76109,BUENAVENTURA,CEREALES,MAIZ,MAIZ,2008,2008B,80.0,80.0,100,1.25,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76606,RESTREPO,CEREALES,MAIZ,MAIZ,2008,2008B,78.0,55.0,64,1.18,0.70,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76122,CAICEDONIA,CEREALES,MAIZ,MAIZ,2008,2008B,74.0,74.0,148,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,762,ALCALA,CEREALES,MAIZ,MAIZ,2008,2008B,70.0,60.0,90,1.5,0.85,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76622,ROLDANILLO,CEREALES,MAIZ,MAIZ,2008,2008B,70.0,70.0,153,2.19,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76377,LA CUMBRE,CEREALES,MAIZ,MAIZ,2008,2008B,68.0,68.0,131,1.94,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76863,VERSALLES,CEREALES,MAIZ,MAIZ,2008,2008B,60.0,60.0,72,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76563,PRADERA,CEREALES,MAIZ,MAIZ,2008,2008B,50.0,50.0,112,2.25,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76616,RIOFRIO,CEREALES,MAIZ,MAIZ,2008,2008B,42.0,42.0,84,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7667,SAN PEDRO,CEREALES,MAIZ,MAIZ,2008,2008B,42.0,40.0,48,1.2,0.95,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,764,LA UNION,CEREALES,MAIZ,MAIZ,2008,2008B,40.0,35.0,56,1.6,0.87,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,CEREALES,MAIZ,MAIZ,2008,2008B,35.0,35.0,47,1.36,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76246,EL CAIRO,CEREALES,MAIZ,MAIZ,2008,2008B,32.0,31.0,61,1.98,0.96,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76736,SEVILLA,CEREALES,MAIZ,MAIZ,2008,2008B,30.0,30.0,84,2.83,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76306,GINEBRA,CEREALES,MAIZ,MAIZ,2008,2008B,29.0,28.0,67,2.4,0.96,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76275,FLORIDA,CEREALES,MAIZ,MAIZ,2008,2008B,28.0,28.0,66,2.36,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7652,PALMIRA,CEREALES,MAIZ,MAIZ,2008,2008B,26.0,25.0,35,1.4,0.96,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,CALI,CEREALES,MAIZ,MAIZ,2008,2008B,25.0,4.0,7,1.75,0.16,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7654,ARGELIA,CEREALES,MAIZ,MAIZ,2008,2008B,22.0,8.0,16,2.0,0.36,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76364,JAMUNDI,CEREALES,MAIZ,MAIZ,2008,2008B,20.0,20.0,70,3.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76497,OBANDO,CEREALES,MAIZ,MAIZ,2008,2008B,10.0,10.0,25,2.57,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76845,ULLOA,CEREALES,MAIZ,MAIZ,2008,2008B,8.0,8.0,28,3.6,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76147,CARTAGO,CEREALES,MAIZ,MAIZ,2008,2008B,7.0,7.0,7,1.14,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76892,YUMBO,CEREALES,MAIZ,MAIZ,2008,2008B,6.0,6.0,18,3.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7625,EL DOVIO,CEREALES,MAIZ,MAIZ,2008,2008B,5.0,5.0,20,4.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76243,EL AGUILA,CEREALES,MAIZ,MAIZ,2008,2008B,3.0,3.0,2,0.67,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7689,YOTOCO,CEREALES,MAIZ,MAIZ,2008,2008B,3.0,3.0,2,0.67,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76403,LA VICTORIA,CEREALES,MAIZ,MAIZ,2008,2008B,1.0,1.0,2,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76122,CAICEDONIA,CEREALES,MAIZ,MAIZ,2009,2009A,205.0,193.0,386,2.0,0.94,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76233,DAGUA,CEREALES,MAIZ,MAIZ,2009,2009A,195.0,190.0,328,1.73,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CEREALES,MAIZ,MAIZ,2009,2009A,132.0,129.0,387,3.0,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76606,RESTREPO,CEREALES,MAIZ,MAIZ,2009,2009A,115.0,103.0,119,1.16,0.89,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,BOLIVAR,CEREALES,MAIZ,MAIZ,2009,2009A,111.0,105.0,137,1.31,0.94,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76111,BUGA,CEREALES,MAIZ,MAIZ,2009,2009A,102.0,92.0,134,1.46,0.90,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7641,ANSERMANUEVO,CEREALES,MAIZ,MAIZ,2009,2009A,95.0,95.0,266,2.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76834,TULUA,CEREALES,MAIZ,MAIZ,2009,2009A,90.0,90.0,315,3.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,762,ALCALA,CEREALES,MAIZ,MAIZ,2009,2009A,80.0,76.0,136,1.8,0.95,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76109,BUENAVENTURA,CEREALES,MAIZ,MAIZ,2009,2009A,80.0,80.0,98,1.23,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76377,LA CUMBRE,CEREALES,MAIZ,MAIZ,2009,2009A,75.0,75.0,140,1.87,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76318,GUACARI,CEREALES,MAIZ,MAIZ,2009,2009A,55.0,55.0,110,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7652,PALMIRA,CEREALES,MAIZ,MAIZ,2009,2009A,52.0,52.0,104,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7689,YOTOCO,CEREALES,MAIZ,MAIZ,2009,2009A,46.0,43.0,79,1.86,0.93,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76246,EL CAIRO,CEREALES,MAIZ,MAIZ,2009,2009A,41.0,41.0,93,2.27,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76275,FLORIDA,CEREALES,MAIZ,MAIZ,2009,2009A,38.0,36.0,79,2.2,0.94,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76845,ULLOA,CEREALES,MAIZ,MAIZ,2009,2009A,38.0,38.0,76,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7667,SAN PEDRO,CEREALES,MAIZ,MAIZ,2009,2009A,35.0,35.0,42,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76863,VERSALLES,CEREALES,MAIZ,MAIZ,2009,2009A,35.0,35.0,42,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,CEREALES,MAIZ,MAIZ,2009,2009A,35.0,35.0,47,1.36,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,CALI,CEREALES,MAIZ,MAIZ,2009,2009A,32.0,24.0,54,2.25,0.75,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76736,SEVILLA,CEREALES,MAIZ,MAIZ,2009,2009A,32.0,32.0,84,2.65,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7654,ARGELIA,CEREALES,MAIZ,MAIZ,2009,2009A,31.0,30.0,48,1.6,0.96,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76563,PRADERA,CEREALES,MAIZ,MAIZ,2009,2009A,30.0,30.0,66,2.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76892,YUMBO,CEREALES,MAIZ,MAIZ,2009,2009A,25.0,23.0,29,1.3,0.92,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76364,JAMUNDI,CEREALES,MAIZ,MAIZ,2009,2009A,15.0,15.0,52,3.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76622,ROLDANILLO,CEREALES,MAIZ,MAIZ,2009,2009A,14.0,14.0,30,2.19,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76828,TRUJILLO,CEREALES,MAIZ,MAIZ,2009,2009A,12.0,12.0,9,0.75,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76147,CARTAGO,CEREALES,MAIZ,MAIZ,2009,2009A,10.0,10.0,15,1.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76497,OBANDO,CEREALES,MAIZ,MAIZ,2009,2009A,10.0,10.0,30,3.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76869,VIJES,CEREALES,MAIZ,MAIZ,2009,2009A,8.0,8.0,16,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76306,GINEBRA,CEREALES,MAIZ,MAIZ,2009,2009A,7.0,6.0,15,2.6,0.85,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7625,EL DOVIO,CEREALES,MAIZ,MAIZ,2009,2009A,5.0,5.0,20,4.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76243,EL AGUILA,CEREALES,MAIZ,MAIZ,2009,2009A,3.0,3.0,3,1.33,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76403,LA VICTORIA,CEREALES,MAIZ,MAIZ,2009,2009A,2.0,2.0,4,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76122,CAICEDONIA,CEREALES,MAIZ,MAIZ,2009,2009B,275.0,275.0,550,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76233,DAGUA,CEREALES,MAIZ,MAIZ,2009,2009B,195.0,195.0,331,1.7,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CEREALES,MAIZ,MAIZ,2009,2009B,140.0,139.0,417,3.0,0.99,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76111,BUGA,CEREALES,MAIZ,MAIZ,2009,2009B,129.0,129.0,192,1.49,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,BOLIVAR,CEREALES,MAIZ,MAIZ,2009,2009B,105.0,105.0,145,1.39,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7652,PALMIRA,CEREALES,MAIZ,MAIZ,2009,2009B,100.0,100.0,200,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76834,TULUA,CEREALES,MAIZ,MAIZ,2009,2009B,90.0,90.0,315,3.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76606,RESTREPO,CEREALES,MAIZ,MAIZ,2009,2009B,84.0,84.0,99,1.18,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76109,BUENAVENTURA,CEREALES,MAIZ,MAIZ,2009,2009B,80.0,80.0,110,1.38,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76377,LA CUMBRE,CEREALES,MAIZ,MAIZ,2009,2009B,80.0,80.0,151,1.89,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,762,ALCALA,CEREALES,MAIZ,MAIZ,2009,2009B,75.0,75.0,135,1.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76318,GUACARI,CEREALES,MAIZ,MAIZ,2009,2009B,70.0,69.0,138,2.0,0.98,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,CEREALES,MAIZ,MAIZ,2009,2009B,48.0,48.0,65,1.36,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7689,YOTOCO,CEREALES,MAIZ,MAIZ,2009,2009B,46.0,46.0,80,1.76,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7641,ANSERMANUEVO,CEREALES,MAIZ,MAIZ,2009,2009B,44.0,43.0,76,1.79,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76246,EL CAIRO,CEREALES,MAIZ,MAIZ,2009,2009B,41.0,41.0,93,2.27,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76275,FLORIDA,CEREALES,MAIZ,MAIZ,2009,2009B,37.0,35.0,73,2.1,0.94,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76736,SEVILLA,CEREALES,MAIZ,MAIZ,2009,2009B,36.0,36.0,95,2.66,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7667,SAN PEDRO,CEREALES,MAIZ,MAIZ,2009,2009B,35.0,35.0,42,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76892,YUMBO,CEREALES,MAIZ,MAIZ,2009,2009B,25.0,25.0,22,0.9,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76563,PRADERA,CEREALES,MAIZ,MAIZ,2009,2009B,20.0,17.0,37,2.2,0.85,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76616,RIOFRIO,CEREALES,MAIZ,MAIZ,2009,2009B,20.0,20.0,50,2.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76863,VERSALLES,CEREALES,MAIZ,MAIZ,2009,2009B,18.0,18.0,21,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76622,ROLDANILLO,CEREALES,MAIZ,MAIZ,2009,2009B,12.0,12.0,25,2.1,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76869,VIJES,CEREALES,MAIZ,MAIZ,2009,2009B,12.0,12.0,26,2.17,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76364,JAMUNDI,CEREALES,MAIZ,MAIZ,2009,2009B,10.0,10.0,35,3.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76403,LA VICTORIA,CEREALES,MAIZ,MAIZ,2009,2009B,10.0,10.0,20,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76497,OBANDO,CEREALES,MAIZ,MAIZ,2009,2009B,10.0,10.0,30,3.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76147,CARTAGO,CEREALES,MAIZ,MAIZ,2009,2009B,8.0,8.0,12,1.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76845,ULLOA,CEREALES,MAIZ,MAIZ,2009,2009B,8.0,8.0,28,3.6,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76306,GINEBRA,CEREALES,MAIZ,MAIZ,2009,2009B,7.0,6.0,15,2.65,0.85,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7625,EL DOVIO,CEREALES,MAIZ,MAIZ,2009,2009B,4.0,4.0,16,4.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76243,EL AGUILA,CEREALES,MAIZ,MAIZ,2009,2009B,3.0,3.0,4,1.43,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76122,CAICEDONIA,CEREALES,MAIZ,MAIZ,201,2010A,215.0,215.0,430,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76233,DAGUA,CEREALES,MAIZ,MAIZ,201,2010A,199.0,199.0,338,1.7,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,CALI,CEREALES,MAIZ,MAIZ,201,2010A,185.0,170.0,340,2.0,0.91,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7641,ANSERMANUEVO,CEREALES,MAIZ,MAIZ,201,2010A,122.0,122.0,439,3.6,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CEREALES,MAIZ,MAIZ,201,2010A,120.0,120.0,360,3.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76606,RESTREPO,CEREALES,MAIZ,MAIZ,201,2010A,112.0,101.0,118,1.17,0.90,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,BOLIVAR,CEREALES,MAIZ,MAIZ,201,2010A,111.0,107.0,143,1.34,0.96,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76111,BUGA,CEREALES,MAIZ,MAIZ,201,2010A,108.0,108.0,240,2.23,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,762,ALCALA,CEREALES,MAIZ,MAIZ,201,2010A,90.0,85.0,170,2.0,0.94,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76834,TULUA,CEREALES,MAIZ,MAIZ,201,2010A,90.0,90.0,315,3.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76275,FLORIDA,CEREALES,MAIZ,MAIZ,201,2010A,80.0,80.0,128,1.6,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76377,LA CUMBRE,CEREALES,MAIZ,MAIZ,201,2010A,80.0,23.0,43,1.91,0.28,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7652,PALMIRA,CEREALES,MAIZ,MAIZ,201,2010A,60.0,60.0,120,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76736,SEVILLA,CEREALES,MAIZ,MAIZ,201,2010A,55.0,40.0,60,1.5,0.72,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76246,EL CAIRO,CEREALES,MAIZ,MAIZ,201,2010A,53.0,53.0,119,2.25,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76364,JAMUNDI,CEREALES,MAIZ,MAIZ,201,2010A,50.0,50.0,150,3.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76318,GUACARI,CEREALES,MAIZ,MAIZ,201,2010A,45.0,45.0,90,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76109,BUENAVENTURA,CEREALES,MAIZ,MAIZ,201,2010A,40.0,40.0,48,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7667,SAN PEDRO,CEREALES,MAIZ,MAIZ,201,2010A,40.0,40.0,48,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7689,YOTOCO,CEREALES,MAIZ,MAIZ,201,2010A,33.0,33.0,55,1.67,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,CEREALES,MAIZ,MAIZ,201,2010A,31.0,31.0,42,1.36,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76892,YUMBO,CEREALES,MAIZ,MAIZ,201,2010A,25.0,25.0,75,3.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76616,RIOFRIO,CEREALES,MAIZ,MAIZ,201,2010A,23.0,21.0,47,2.24,0.91,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76563,PRADERA,CEREALES,MAIZ,MAIZ,201,2010A,18.0,17.0,30,1.82,0.94,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76622,ROLDANILLO,CEREALES,MAIZ,MAIZ,201,2010A,18.0,18.0,37,2.1,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76497,OBANDO,CEREALES,MAIZ,MAIZ,201,2010A,15.0,15.0,45,3.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76863,VERSALLES,CEREALES,MAIZ,MAIZ,201,2010A,15.0,15.0,18,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76845,ULLOA,CEREALES,MAIZ,MAIZ,201,2010A,12.0,9.0,11,1.33,0.75,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76147,CARTAGO,CEREALES,MAIZ,MAIZ,201,2010A,10.0,10.0,15,1.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76243,EL AGUILA,CEREALES,MAIZ,MAIZ,201,2010A,10.0,10.0,15,1.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76869,VIJES,CEREALES,MAIZ,MAIZ,201,2010A,10.0,10.0,30,3.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7625,EL DOVIO,CEREALES,MAIZ,MAIZ,201,2010A,8.0,8.0,32,4.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76403,LA VICTORIA,CEREALES,MAIZ,MAIZ,201,2010A,8.0,4.0,8,2.0,0.5,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76306,GINEBRA,CEREALES,MAIZ,MAIZ,201,2010A,7.0,6.0,15,2.6,0.85,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76122,CAICEDONIA,CEREALES,MAIZ,MAIZ,201,2010B,243.0,238.0,476,2.0,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76233,DAGUA,CEREALES,MAIZ,MAIZ,201,2010B,202.0,202.0,343,1.7,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76111,BUGA,CEREALES,MAIZ,MAIZ,201,2010B,133.0,132.0,298,2.26,0.99,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7641,ANSERMANUEVO,CEREALES,MAIZ,MAIZ,201,2010B,122.0,122.0,219,1.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CEREALES,MAIZ,MAIZ,201,2010B,120.0,120.0,360,3.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,BOLIVAR,CEREALES,MAIZ,MAIZ,201,2010B,115.0,115.0,152,1.33,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,CALI,CEREALES,MAIZ,MAIZ,201,2010B,110.0,100.0,150,1.5,0.90,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,762,ALCALA,CEREALES,MAIZ,MAIZ,201,2010B,95.0,95.0,190,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76606,RESTREPO,CEREALES,MAIZ,MAIZ,201,2010B,90.0,79.0,91,1.16,0.87,GRANO SECO,TRANSITORIO
