COD. DEP.,DEPARTAMENTO,COD. MUN.,MUNICIPIO,GRUPO DE CULTIVO,SUBGRUPO DE CULTIVO,CULTIVO,AÑO,PERIODO,AREA SEMBRADA (ha),AREA COSECHADA (Ha),PRODUCCION (t),RENDIMIENTO (t/ha),DESEMPEÑO (Ha cos/Ha sem),ESTADO DEL CUTIVO,CICLO DE CULTIVO
68,SANTANDER,68575,PUERTO WILCHES,CEREALES,MAIZ,MAIZ,2006,2006B,400.0,380.0,1900,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6881,BARRANCABERMEJA,CEREALES,MAIZ,MAIZ,2006,2006B,80.0,80.0,474,5.93,5.93,GRANO SECO,TRANSITORIO
68,SANTANDER,68684,SAN JOSE DE MIRANDA,CEREALES,MAIZ,MAIZ,2006,2006B,80.0,73.0,72,0.99,0.99,GRANO SECO,TRANSITORIO
68,SANTANDER,68755,SOCORRO,CEREALES,MAIZ,MAIZ,2006,2006B,77.0,65.0,228,3.51,3.51,GRANO SECO,TRANSITORIO
68,SANTANDER,6837,JORDAN,CEREALES,MAIZ,MAIZ,2006,2006B,65.0,65.0,130,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68533,PARAMO,CEREALES,MAIZ,MAIZ,2006,2006B,64.0,64.0,195,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68271,FLORIAN,CEREALES,MAIZ,MAIZ,2006,2006B,25.0,21.0,42,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68322,GUAPOTA,CEREALES,MAIZ,MAIZ,2006,2006B,25.0,25.0,25,1.0,1.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2006,2006B,10.0,10.0,35,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68575,PUERTO WILCHES,CEREALES,MAIZ,MAIZ,2007,2007A,380.0,380.0,1824,4.8,4.8,GRANO SECO,TRANSITORIO
68,SANTANDER,68533,PARAMO,CEREALES,MAIZ,MAIZ,2007,2007A,110.0,100.0,300,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6881,BARRANCABERMEJA,CEREALES,MAIZ,MAIZ,2007,2007A,80.0,73.0,429,5.89,5.89,GRANO SECO,TRANSITORIO
68,SANTANDER,68684,SAN JOSE DE MIRANDA,CEREALES,MAIZ,MAIZ,2007,2007A,70.0,63.0,61,0.98,0.98,GRANO SECO,TRANSITORIO
68,SANTANDER,68755,SOCORRO,CEREALES,MAIZ,MAIZ,2007,2007A,70.0,68.0,204,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6837,JORDAN,CEREALES,MAIZ,MAIZ,2007,2007A,50.0,50.0,100,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68322,GUAPOTA,CEREALES,MAIZ,MAIZ,2007,2007A,30.0,30.0,30,1.0,1.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2007,2007A,15.0,15.0,52,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68271,FLORIAN,CEREALES,MAIZ,MAIZ,2007,2007A,5.0,5.0,10,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68575,PUERTO WILCHES,CEREALES,MAIZ,MAIZ,2007,2007B,400.0,390.0,1872,4.8,4.8,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2007,2007B,300.0,250.0,1125,4.5,4.5,GRANO SECO,TRANSITORIO
68,SANTANDER,6881,BARRANCABERMEJA,CEREALES,MAIZ,MAIZ,2007,2007B,275.0,260.0,650,2.5,2.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68498,OCAMONTE,CEREALES,MAIZ,MAIZ,2007,2007B,250.0,200.0,560,2.8,2.8,GRANO SECO,TRANSITORIO
68,SANTANDER,68121,CABRERA,CEREALES,MAIZ,MAIZ,2007,2007B,120.0,120.0,264,2.2,2.2,GRANO SECO,TRANSITORIO
68,SANTANDER,68229,CURITI,CEREALES,MAIZ,MAIZ,2007,2007B,100.0,96.0,198,2.7,2.7,GRANO SECO,TRANSITORIO
68,SANTANDER,68524,PALMAS DEL SOCORRO,CEREALES,MAIZ,MAIZ,2007,2007B,80.0,80.0,360,4.5,4.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2007,2007B,70.0,63.0,221,3.51,3.51,GRANO SECO,TRANSITORIO
68,SANTANDER,68755,SOCORRO,CEREALES,MAIZ,MAIZ,2007,2007B,60.0,60.0,210,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2007,2007B,50.0,50.0,175,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68872,VILLANUEVA,CEREALES,MAIZ,MAIZ,2007,2007B,40.0,40.0,120,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68549,PINCHOTE,CEREALES,MAIZ,MAIZ,2007,2007B,37.0,33.0,132,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68271,FLORIAN,CEREALES,MAIZ,MAIZ,2007,2007B,25.0,21.0,42,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68533,PARAMO,CEREALES,MAIZ,MAIZ,2007,2007B,25.0,25.0,145,5.8,5.8,GRANO SECO,TRANSITORIO
68,SANTANDER,68855,VALLE DE SAN JOSE,CEREALES,MAIZ,MAIZ,2007,2007B,25.0,25.0,125,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68296,GALAN,CEREALES,MAIZ,MAIZ,2007,2007B,20.0,16.0,48,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2007,2007B,15.0,15.0,52,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68575,PUERTO WILCHES,CEREALES,MAIZ,MAIZ,2008,2008A,500.0,500.0,2500,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2008,2008A,280.0,280.0,1260,4.5,4.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2008,2008A,270.0,256.0,896,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68498,OCAMONTE,CEREALES,MAIZ,MAIZ,2008,2008A,250.0,200.0,560,2.8,2.8,GRANO SECO,TRANSITORIO
68,SANTANDER,68121,CABRERA,CEREALES,MAIZ,MAIZ,2008,2008A,180.0,180.0,396,2.2,2.2,GRANO SECO,TRANSITORIO
68,SANTANDER,6881,BARRANCABERMEJA,CEREALES,MAIZ,MAIZ,2008,2008A,129.0,46.0,115,2.5,2.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68573,PUERTO PARRA,CEREALES,MAIZ,MAIZ,2008,2008A,120.0,120.0,600,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68872,VILLANUEVA,CEREALES,MAIZ,MAIZ,2008,2008A,110.0,110.0,330,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68755,SOCORRO,CEREALES,MAIZ,MAIZ,2008,2008A,100.0,100.0,350,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68524,PALMAS DEL SOCORRO,CEREALES,MAIZ,MAIZ,2008,2008A,80.0,80.0,360,4.5,4.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68549,PINCHOTE,CEREALES,MAIZ,MAIZ,2008,2008A,58.0,54.0,216,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2008,2008A,50.0,50.0,150,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68296,GALAN,CEREALES,MAIZ,MAIZ,2008,2008A,45.0,40.0,120,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68533,PARAMO,CEREALES,MAIZ,MAIZ,2008,2008A,40.0,40.0,220,5.5,5.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68855,VALLE DE SAN JOSE,CEREALES,MAIZ,MAIZ,2008,2008A,27.0,27.0,135,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68895,ZAPATOCA,CEREALES,MAIZ,MAIZ,2008,2008A,18.0,18.0,63,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2008,2008A,15.0,15.0,52,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68327,GUEPSA,CEREALES,MAIZ,MAIZ,2008,2008A,10.0,10.0,25,2.5,2.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68271,FLORIAN,CEREALES,MAIZ,MAIZ,2008,2008A,5.0,5.0,10,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68575,PUERTO WILCHES,CEREALES,MAIZ,MAIZ,2008,2008B,400.0,380.0,1900,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2008,2008B,300.0,285.0,997,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2008,2008B,230.0,230.0,936,4.7,4.7,GRANO SECO,TRANSITORIO
68,SANTANDER,68498,OCAMONTE,CEREALES,MAIZ,MAIZ,2008,2008B,200.0,180.0,504,2.8,2.8,GRANO SECO,TRANSITORIO
68,SANTANDER,68121,CABRERA,CEREALES,MAIZ,MAIZ,2008,2008B,120.0,120.0,264,2.2,2.2,GRANO SECO,TRANSITORIO
68,SANTANDER,68573,PUERTO PARRA,CEREALES,MAIZ,MAIZ,2008,2008B,120.0,120.0,500,4.17,4.17,GRANO SECO,TRANSITORIO
68,SANTANDER,68524,PALMAS DEL SOCORRO,CEREALES,MAIZ,MAIZ,2008,2008B,80.0,80.0,360,4.5,4.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68229,CURITI,CEREALES,MAIZ,MAIZ,2008,2008B,50.0,50.0,125,2.5,2.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68872,VILLANUEVA,CEREALES,MAIZ,MAIZ,2008,2008B,50.0,50.0,150,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2008,2008B,45.0,45.0,180,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68549,PINCHOTE,CEREALES,MAIZ,MAIZ,2008,2008B,36.0,32.0,128,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68755,SOCORRO,CEREALES,MAIZ,MAIZ,2008,2008B,35.0,35.0,105,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68296,GALAN,CEREALES,MAIZ,MAIZ,2008,2008B,30.0,26.0,78,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68271,FLORIAN,CEREALES,MAIZ,MAIZ,2008,2008B,25.0,25.0,50,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68855,VALLE DE SAN JOSE,CEREALES,MAIZ,MAIZ,2008,2008B,23.0,23.0,94,4.13,4.13,GRANO SECO,TRANSITORIO
68,SANTANDER,68533,PARAMO,CEREALES,MAIZ,MAIZ,2008,2008B,22.0,22.0,95,4.32,4.32,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2008,2008B,20.0,20.0,70,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,6881,BARRANCABERMEJA,CEREALES,MAIZ,MAIZ,2008,2008B,8.0,8.0,25,3.2,3.2,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2009,2009A,295.0,281.0,1489,5.3,5.3,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2009,2009A,260.0,260.0,1170,4.5,4.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68573,PUERTO PARRA,CEREALES,MAIZ,MAIZ,2009,2009A,120.0,35.0,100,2.86,2.86,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2009,2009A,40.0,40.0,160,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2009,2009A,20.0,20.0,70,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68296,GALAN,CEREALES,MAIZ,MAIZ,2009,2009A,20.0,18.0,54,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68271,FLORIAN,CEREALES,MAIZ,MAIZ,2009,2009A,4.0,4.0,12,3.0,3.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2009,2009B,283.0,269.0,1425,5.3,5.3,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2009,2009B,230.0,230.0,936,4.7,4.7,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2009,2009B,40.0,40.0,80,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2009,2009B,20.0,20.0,70,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2010,2010A,146.0,140.0,700,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68573,PUERTO PARRA,CEREALES,MAIZ,MAIZ,2010,2010A,120.0,35.0,120,3.43,3.43,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2010,2010A,35.0,35.0,70,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6819,CIMITARRA,CEREALES,MAIZ,MAIZ,2010,2010A,35.0,32.0,160,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2010,2010A,30.0,30.0,111,3.7,3.7,GRANO SECO,TRANSITORIO
68,SANTANDER,6881,BARRANCABERMEJA,CEREALES,MAIZ,MAIZ,2010,2010A,25.0,6.0,36,6.0,6.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2010,2010A,25.0,25.0,350,14.0,14.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2010,2010B,110.0,98.0,490,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2010,2010B,80.0,79.0,341,4.32,4.32,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2010,2010B,35.0,35.0,70,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6819,CIMITARRA,CEREALES,MAIZ,MAIZ,2010,2010B,35.0,32.0,160,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2010,2010B,25.0,25.0,122,4.9,4.9,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2010,2010B,20.0,20.0,74,3.7,3.7,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2011,2011A,296.0,291.0,1309,4.5,4.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2011,2011A,70.0,63.0,315,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2011,2011A,40.0,40.0,80,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6819,CIMITARRA,CEREALES,MAIZ,MAIZ,2011,2011A,40.0,36.0,180,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2011,2011A,34.0,34.0,125,3.7,3.7,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2011,2011A,26.0,26.0,127,4.9,4.9,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2011,2011B,85.0,84.0,361,4.3,4.3,GRANO SECO,TRANSITORIO
68,SANTANDER,6819,CIMITARRA,CEREALES,MAIZ,MAIZ,2011,2011B,60.0,54.0,270,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2011,2011B,60.0,45.0,225,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2011,2011B,40.0,40.0,84,2.1,2.1,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2011,2011B,26.0,26.0,127,4.9,4.9,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2011,2011B,20.0,20.0,80,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2012,2012A,110.0,50.0,300,6.0,6.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2012,2012A,71.0,64.0,320,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6819,CIMITARRA,CEREALES,MAIZ,MAIZ,2012,2012A,60.0,54.0,270,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2012,2012A,40.0,40.0,84,2.1,2.1,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2012,2012A,26.0,26.0,127,4.9,4.9,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2012,2012A,20.0,20.0,80,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6819,CIMITARRA,CEREALES,MAIZ,MAIZ,2012,2012B,60.0,54.0,270,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2012,2012B,60.0,60.0,360,6.0,6.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2012,2012B,60.0,45.0,225,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2012,2012B,40.0,40.0,88,2.2,2.2,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2012,2012B,26.0,26.0,127,4.9,4.9,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2012,2012B,20.0,20.0,80,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2013,2013A,300.0,300.0,1470,4.9,4.9,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2013,2013A,150.0,70.0,420,6.0,6.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2013,2013A,71.0,64.0,320,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2013,2013A,50.0,45.0,94,2.1,2.1,GRANO SECO,TRANSITORIO
68,SANTANDER,6819,CIMITARRA,CEREALES,MAIZ,MAIZ,2013,2013A,30.0,30.0,165,5.5,5.5,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2013,2013A,20.0,20.0,80,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2013,2013B,60.0,45.0,225,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68615,RIONEGRO,CEREALES,MAIZ,MAIZ,2013,2013B,55.0,55.0,330,6.0,6.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2013,2013B,40.0,40.0,84,2.1,2.1,GRANO SECO,TRANSITORIO
68,SANTANDER,6819,CIMITARRA,CEREALES,MAIZ,MAIZ,2013,2013B,30.0,30.0,165,5.5,5.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68406,LEBRIJA,CEREALES,MAIZ,MAIZ,2013,2013B,26.0,26.0,127,4.9,4.9,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2013,2013B,20.0,20.0,80,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6881,BARRANCABERMEJA,CEREALES,MAIZ,MAIZ,2013,2013B,7.0,7.0,42,6.0,6.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2014,2014A,75.0,65.0,305,4.7,4.7,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2014,2014A,40.0,40.0,90,2.26,2.26,GRANO SECO,TRANSITORIO
68,SANTANDER,68327,GUEPSA,CEREALES,MAIZ,MAIZ,2014,2014A,40.0,40.0,108,2.7,2.7,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2014,2014A,20.0,20.0,74,3.71,3.71,GRANO SECO,TRANSITORIO
68,SANTANDER,6879,BARICHARA,CEREALES,MAIZ,MAIZ,2014,2014A,20.0,20.0,80,4.4,4.4,GRANO SECO,TRANSITORIO
68,SANTANDER,6872,SANTA HELENA DEL OPON,CEREALES,MAIZ,MAIZ,2014,2014A,20.0,15.0,60,4.4,4.4,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2014,2014B,80.0,75.0,352,4.7,4.7,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2014,2014B,50.0,45.0,101,2.26,2.26,GRANO SECO,TRANSITORIO
68,SANTANDER,68755,SOCORRO,CEREALES,MAIZ,MAIZ,2014,2014B,27.0,15.0,49,3.3,3.3,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2014,2014B,20.0,20.0,74,3.71,3.71,GRANO SECO,TRANSITORIO
68,SANTANDER,6879,BARICHARA,CEREALES,MAIZ,MAIZ,2014,2014B,20.0,20.0,80,4.4,4.4,GRANO SECO,TRANSITORIO
68,SANTANDER,6872,SANTA HELENA DEL OPON,CEREALES,MAIZ,MAIZ,2014,2014B,5.0,5.0,20,4.4,4.4,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2015,2015A,85.0,80.0,400,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2015,2015A,41.0,40.0,80,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6877,BARBOSA,CEREALES,MAIZ,MAIZ,2015,2015A,20.0,20.0,80,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6879,BARICHARA,CEREALES,MAIZ,MAIZ,2015,2015A,18.0,16.0,56,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68327,GUEPSA,CEREALES,MAIZ,MAIZ,2015,2015A,10.0,10.0,65,6.5,6.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2015,2015B,80.0,75.0,375,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2015,2015B,50.0,45.0,90,2.0,2.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68327,GUEPSA,CEREALES,MAIZ,MAIZ,2015,2015B,20.0,20.0,100,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2016,2016A,250.0,230.0,1150,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68673,SAN BENITO,CEREALES,MAIZ,MAIZ,2016,2016A,20.0,20.0,80,4.0,4.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6879,BARICHARA,CEREALES,MAIZ,MAIZ,2016,2016A,18.0,16.0,56,3.5,3.5,GRANO SECO,TRANSITORIO
68,SANTANDER,6832,GUADALUPE,CEREALES,MAIZ,MAIZ,2016,2016A,12.0,10.0,50,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68327,GUEPSA,CEREALES,MAIZ,MAIZ,2016,2016A,10.0,10.0,90,9.0,9.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2016,2016B,270.0,250.0,1250,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68152,CARCASI,CEREALES,MAIZ,MAIZ,2016,2016B,110.0,110.0,225,2.5,2.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68327,GUEPSA,CEREALES,MAIZ,MAIZ,2016,2016B,10.0,10.0,90,9.0,9.0,GRANO SECO,TRANSITORIO
68,SANTANDER,6832,GUADALUPE,CEREALES,MAIZ,MAIZ,2016,2016B,8.0,6.0,30,5.0,5.0,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2017,2017A,250.0,230.0,975,4.24,4.24,GRANO SECO,TRANSITORIO
68,SANTANDER,68327,GUEPSA,CEREALES,MAIZ,MAIZ,2017,2017A,50.0,50.0,381,7.63,7.63,GRANO SECO,TRANSITORIO
68,SANTANDER,68147,CAPITANEJO,CEREALES,MAIZ,MAIZ,2017,2017A,10.0,10.0,46,4.66,4.66,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2017,2017A,5.0,5.0,9,1.8,1.8,GRANO SECO,TRANSITORIO
68,SANTANDER,68655,SABANA DE TORRES,CEREALES,MAIZ,MAIZ,2017,2017B,230.0,210.0,890,4.24,4.24,GRANO SECO,TRANSITORIO
68,SANTANDER,68152,CARCASI,CEREALES,MAIZ,MAIZ,2017,2017B,110.0,110.0,225,2.5,2.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68147,CAPITANEJO,CEREALES,MAIZ,MAIZ,2017,2017B,20.0,20.0,90,4.5,4.5,GRANO SECO,TRANSITORIO
68,SANTANDER,68327,GUEPSA,CEREALES,MAIZ,MAIZ,2017,2017B,20.0,20.0,135,6.78,6.78,GRANO SECO,TRANSITORIO
68,SANTANDER,6851,ARATOCA,CEREALES,MAIZ,MAIZ,2017,2017B,2.0,2.0,3,1.8,1.8,GRANO SECO,TRANSITORIO
